real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
3635512.637;4924968.803;3620006.66;3635512.637;3620006.66;4924968.803;3620006.66;4924968.803;3634342.207;4924968.803;3621177.09
;880993.216;;;;882163.646;;882163.646;;882163.646;
34458.27;35285.487;34535.054;34458.27;35616.107;34204.434;34788.89;34458.27;34788.89;34458.27;34535.054
4063.697;4063.697;53042.247;52965.463;5221.534;52711.627;53042.247;52711.627;4317.533;4063.697;52711.627
76577.89;76577.89;76577.89;76577.89;76577.89;76577.89;76577.89;76577.89;76577.89;76577.89;76577.89
1541814.643;1970186.073;847078.336;1541814.643;1970186.073;1970186.073;847078.336;1970186.073;1541814.643;1970186.073;847078.336
762242.413;762242.413;583539.749;762242.413;265499.459;762242.413;583539.749;762242.413;1278276.056;762242.413;762242.413
;;762242.413;;583539.749;;762242.413;;762242.413;;
;;;;762242.413;;;;;;
;;;;;158589.65;;158589.65;;;158589.65
343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;341898.38
168938.087;96319.423;167457.204;168938.087;62635.566;96319.423;168938.087;96319.423;168938.087;96319.423;167457.204
117455.247;221894.609;12755.144;117455.247;18016.33;115974.364;12755.144;117455.247;108065.273;117455.247;12755.144
472370.55;472370.55;18016.33;365136.187;74633.49;363655.304;18016.33;363655.304;473851.433;472370.55;363655.304
74633.49;74633.49;74633.49;74633.49;;74633.49;74633.49;74633.49;74633.49;74633.49;74633.49
;19038.44;;;25972.41;;;;;;
;;;;34439.72;;;;;;
8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347;8732510.347
303631.32;303631.32;303631.32;303631.32;234200.943;303631.32;303631.32;303631.32;303631.32;303631.32;303631.32
107183.73;14646.47;107183.73;107183.73;389561.206;84076.847;107183.73;84076.847;37753.353;84076.847;458991.583
25140.88;25140.88;185948.993;94571.257;739433.143;94571.257;1613094.667;94571.257;25140.88;25140.88;185948.993
72243.143;72243.143;234535.553;1471541.817;234535.553;141673.52;234535.553;1540972.194;1471541.817;72243.143;303965.93
204370.08;204370.08;204370.08;204370.08;204370.08;204370.08;204370.08;204370.08;204370.08;204370.08;204370.08
628504.173;628504.173;738828.243;106756.017;290003.637;737103.373;106756.017;106756.017;106756.017;628504.173;738828.243
106756.017;106756.017;106756.017;;106756.017;106756.017;;;;106756.017;106756.017
1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103;1795053.103
114814.333;114814.333;117050.337;50934.623;116237.113;116739.373;53170.627;52859.663;50934.623;114814.333;117050.337
;;1202.187;;388.963;891.223;1202.187;891.223;;;891.223
7863481.81;858845.421;7863481.81;7863481.81;950651.533;858845.421;7863481.81;858845.421;7863481.81;858845.421;7863481.81
;7863481.81;;;7863481.81;7863481.81;;7863481.81;;7863481.81;
128211.237;128211.237;158588.144;5840373.3;28001.194;25208.74;5840373.3;5840373.3;5840373.3;128211.237;158588.144
5840373.3;5840373.3;5840373.3;;5840373.3;5840373.3;;;;5840373.3;5840373.3
5726232.61;5726232.61;1909030.186;5020503.546;7021801.553;1302497.69;1909030.186;1302497.69;5020503.546;5726232.61;1302497.69
697011.347;697011.347;597814.779;158072.283;90509.29;158072.283;597814.779;158072.283;158072.283;697011.347;158072.283
158072.283;158072.283;158072.283;;597814.779;;158072.283;;;158072.283;
;;;;158072.283;;;;;;
4621398.433;5758075.314;4259220.013;4621398.433;109165.1;5758835.171;215174.703;5758835.171;4620638.576;5758835.171;4259220.013
1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247;1886156.247
1123773.737;;1075819.236;603077.284;;602990.28;1075819.236;602990.28;;1123773.737;602990.28
67491.183;67291.713;67491.183;67491.183;67491.183;67291.713;67491.183;67291.713;67491.183;67291.713;66604.123
73915.877;90461.117;73228.287;73915.877;68217.943;73028.817;74115.347;73915.877;74115.347;73915.877;73228.287
90461.117;103240.637;394672.807;395360.397;103240.637;394473.337;394672.807;394473.337;91348.177;90461.117;394473.337
103240.637;;103240.637;103240.637;;103240.637;103240.637;103240.637;103240.637;103240.637;103240.637
4371441.49;4195323.21;4371441.49;4371441.49;3005534.096;4257471.95;4371441.49;4257471.95;4371441.49;4257471.95;4260069.066
4954.607;20645.327;4954.607;4954.607;185502.673;11793.067;4954.607;11793.067;4954.607;11793.067;14390.183
11793.067;17502.903;14390.183;11793.067;;27866.643;38199.377;185502.673;29164.867;20645.327;185502.673
20645.327;185502.673;185502.673;185502.673;;185502.673;185502.673;;20645.327;17502.903;
17502.903;;;;;;;;185502.673;185502.673;
185502.673;;;;;;;;;;
286761.637;286761.637;291471.314;794639.64;1404294.604;290160.014;795950.94;794639.64;791241.263;286761.637;291471.314
119122.99;119122.99;119122.99;119122.99;559338.957;119122.99;119122.99;119122.99;119122.99;119122.99;119122.99
;;;;119122.99;;;;;;
76072.473;76072.473;76072.473;76072.473;76072.473;76072.473;76072.473;76072.473;76072.473;76072.473;76072.473
60341.863;1570780.253;60341.863;60341.863;70462.069;1727838.657;60341.863;1646464.177;60341.863;1570780.253;761636.94
1570780.253;2001390.24;3418193.446;1489405.773;523204.056;8570.644;178567.383;8570.644;102883.459;2001390.24;3575251.85
2001390.24;;2001390.24;2001390.24;3418193.446;2001390.24;3418193.446;2001390.24;1489405.773;;8570.644
;;;;2001390.24;;2001390.24;;2001390.24;;2001390.24
47815.76;48793.823;47815.76;47815.76;48793.823;48793.823;47815.76;48793.823;47815.76;48793.823;48793.823
4078635.643;4078635.643;1413937.464;4432458.643;209800.823;4432458.643;568748.206;4432458.643;208822.76;4078635.643;1413937.464
720340.347;720340.347;461732.91;1939973.089;1061092.527;1074163.347;461732.91;2293796.089;4078635.643;720340.347;815555.91
41851.793;41851.793;41851.793;41851.793;461732.91;62726.793;41851.793;62726.793;1939973.089;41851.793;62726.793
;;;;41851.793;41851.793;;41851.793;41851.793;;41851.793
6479.467;18935.05;916757.83;5905.95;650944.246;6479.467;916184.313;5905.95;638488.663;6479.467;929213.413
79748.3;79748.3;41099.533;79174.783;;;41099.533;;79174.783;79748.3;41099.533
27661.673;28898.066;28656.98;27661.673;29893.373;27661.673;28656.98;27661.673;28656.98;27661.673;29893.373
8971.99;8971.99;12736.94;65090.033;11203.69;11741.633;96479.023;95483.716;8971.99;8971.99;12736.94
66954.95;66954.95;16732.983;25318.993;390.65;15737.676;16732.983;15737.676;65090.033;66954.95;15737.676
25318.993;25318.993;25318.993;;25318.993;25318.993;25318.993;25318.993;25318.993;25318.993;25318.993
254317.543;254317.543;254317.543;254317.543;254317.543;254317.543;254317.543;254317.543;254317.543;254317.543;254317.543
1004085.217;413354.49;143699.817;1004085.217;1454939.204;1386817.526;143699.817;1386817.526;30622.181;1386817.526;143699.817
49938.103;;118059.781;49938.103;118059.781;49938.103;118059.781;49938.103;;49938.103;
;;;;;10308.639;;;;;
3182242.68;9170808.186;4081810.684;3023112.887;10070376.19;3021699.397;4081810.684;3021699.397;4242353.967;3182242.68;3021699.397
;;270175.334;;270175.334;;270175.334;;56479.617;;
459324.287;459324.287;459324.287;459324.287;457129.53;459324.287;459324.287;459324.287;459324.287;459324.287;459324.287
1563973.853;1703376.034;1563973.853;1563973.853;1307750.157;1705570.791;1563973.853;1705570.791;1561779.096;1705570.791;1309944.914
4939462.6;4939462.6;252985.48;431018.843;;4941657.357;2689318.096;433213.6;431018.843;4939462.6;252985.48
35603.943;393558.699;102134.853;35603.943;649502.859;35603.943;102134.853;35603.943;369770.603;35603.943;35603.943
;35603.943;35603.943;;102134.853;;35603.943;;35603.943;;
;;;;35603.943;;;;;;
375140.41;447188.527;375140.41;375140.41;447188.527;447188.527;375140.41;447188.527;375140.41;447188.527;447188.527
860937.223;932985.34;3232620.917;860937.223;97460.027;860937.223;1172820.343;860937.223;25411.91;860937.223;3232620.917
444577.723;65292.84;2660113.35;254072.156;1274951.534;477760.73;2660113.35;254072.156;444577.723;444577.723;1934970.663
243666.23;444577.723;19234.163;5368711.656;2660113.35;1934970.663;19234.163;1934970.663;5368711.656;243666.23;19234.163
19234.163;243666.23;;19234.163;19234.163;19234.163;;19234.163;19234.163;19234.163;
;19234.163;;;;;;;;;
97242.163;97242.163;97242.163;97242.163;97242.163;97242.163;97242.163;97242.163;97242.163;97242.163;97242.163
1623249.957;9095185.346;1623249.957;1623249.957;81826.5;3568215.427;350683.264;3568215.427;1623249.957;8213980.14;3568215.427
8213980.14;1548657.19;8381907.244;6941413.447;1716584.294;1302227.477;8381907.244;1302227.477;3846386.007;1548657.19;1302227.477
1548657.19;1302227.477;1716584.294;276090.497;1302227.477;;1716584.294;;276090.497;1302227.477;
1302227.477;;1302227.477;1302227.477;;;1302227.477;;1302227.477;;
3597.587;3597.587;3597.587;3597.587;3597.587;3597.587;3597.587;3597.587;3597.587;3597.587;2271.024
6170.48;1213262.634;4843.917;6170.48;338144.44;1213262.634;6170.48;1213262.634;6170.48;1213262.634;4843.917
1821.527;79738.05;111716.4;1821.527;671905.923;494.964;635.963;1821.527;676822.943;1821.527;111716.4
675496.38;675496.38;675107.863;596128.01;675107.863;594801.447;111716.4;594801.447;675107.863;675496.38;594801.447
675107.863;675107.863;;675107.863;;675107.863;675107.863;675107.863;;675107.863;675107.863
1851960.787;1910393.94;1844121.284;1851960.787;1910393.94;1910393.94;1844121.284;1910393.94;1851960.787;1910393.94;1844121.284
