uid;numQ;numA;numC
69468;3;0;20
69470;5;22;1
69472;1;0;3
69474;16;1;248
69475;8;51;3
69476;0;1;11
69477;3;34;103
69478;2;26;13
69480;1;1;18
69484;3;2;8
69487;2;0;58
69488;0;1;35
69490;1;1;3
69492;0;2;4
69499;5;21;11
69504;2;5;49
69505;9;4;46
69508;0;1;54
69512;6;4;1
69513;0;2;3
69515;1;3;83
69516;1;0;31
69522;1;0;50
69526;1;0;1
69527;2;0;1
69531;0;8;1
69533;2;0;11
69535;58;23;156
69537;0;4;3
69540;0;4;1
69541;4;3;2
69543;2;0;2
69546;1;63;35
69548;0;3;112
69550;1;0;3
69551;0;7;1
69552;1;0;3
69555;22;11;41
69556;0;42;13
69558;0;73;5
69559;18;15;57
69560;0;1;2
69561;1;0;26
69563;5;0;39
69564;0;2;4
69566;1;0;16
69569;3;9;17
69570;0;5;5
69573;0;1;85
69574;2;0;7
69576;31;10;20
69577;0;5;186
69579;0;9;12
69580;1;0;32
69581;2;1;1
69583;0;1;443
69584;0;1;42
69585;0;11;2
69587;1;0;4
69588;0;1;3
69589;1;2;1
69590;0;3;643
69596;0;1;2
69597;0;2;1
69599;0;2;117
69601;35;19;42
69602;0;2;26
69604;6;34;1
69605;0;1;2
69610;0;1;12
69612;2;5;24
69616;0;1;12
69618;2;3;17
69619;1;1;35
69621;2;9;6
69624;0;2;3
69627;4;3;19
69631;1;2;14
69633;2;10;17
69635;3;1;3
69637;2;0;39
69638;1;6;32
69639;2;0;2
69640;1;0;12
69641;1;0;7
69648;2;0;2
69650;0;9;5
69652;7;7;228
69654;1;0;1
69655;3;0;88
69656;0;4;294
69657;0;1;4
69659;2;4;10
69663;1;0;5
69664;9;53;98
69666;0;13;24
69667;1;6;28
69668;0;7;32
69669;3;0;7
69670;0;188;1
69674;0;3;1
69675;0;90;487
69678;0;1;1
69679;0;13;126
69680;3;0;7
69681;0;19;1
69682;6;5;4
69683;19;11;4
69686;1;0;1
69687;1;0;1
69689;0;1;9
69696;1;0;19
69702;2;0;13
69705;1;1;16
69706;0;1;57
69711;2;13;29
69712;0;1;3
69713;0;1;217
69714;1;0;4
69718;11;1;63
69719;1;0;3
69723;0;2;68
69726;0;1;1
69727;13;53;179
69728;1;7;14
69730;1;0;3
69732;1;0;14
69733;15;2;48
69734;2;0;13
69735;2;0;12
69736;0;3;149
69737;1;0;19
69741;1;0;1
69743;0;3;6
69744;2;7;4
69746;0;1;137
69747;0;1;279
69748;0;1;13
69750;3;2;101
69755;3;2;6
69756;0;26;11
69757;0;2;4
69758;0;74;13
69762;0;1;5
69763;82;14;3
69765;0;1;14
69766;3;2;17
69767;0;12;22
69768;1;10;9
69769;2;0;1
69772;0;1;7
69775;1;3;3
69776;0;1;16
69778;0;1;37
69781;0;2;42
69783;0;2;2
69784;0;5;1
69785;0;1;2
69787;10;22;2
69788;1;25;34
69789;5;11;1
69790;9;3;5
69791;1;2;18
69792;3;3;74
69797;0;1;33
69799;1;0;8
69801;1;0;25
69805;13;29;23
69806;1;0;6
69810;0;133;6
69811;0;1;23
69812;1;0;3
69814;2;2;10
69815;2;96;97
69816;4;4;287
69817;33;3;30
69821;1;1;4
69823;0;1;26
69826;1;0;64
69828;0;2;6
69832;1;0;13
69834;1;4;62
69835;2;10;174
69836;0;1;3
69837;4;2;17
69839;3;1;17
69841;0;1;53
69842;2;0;13
69843;1;22;20
69846;3;4;12
69849;5;0;10
69851;2;1;1
69854;7;24;1
69858;19;18;5
69860;0;2;1773
69866;0;2;1
69867;8;16;20
69868;1;9;1
69869;0;1;89
69873;1;1;1
69877;0;1;3
69879;5;0;21
69880;0;2;1
69881;0;1;3
69886;1;0;1
69887;0;1;48
69888;4;1;3
69891;0;4;1
69892;1;0;87
69894;2;0;1
69895;0;1;6
69896;1;0;1
69899;3;0;50
69900;2;0;2
69901;1;0;72
69903;0;4;25
69904;0;1;12
69905;0;60;3
69906;0;2;1
69909;6;0;2
69910;6;1;50
69911;4;1;6
69912;2;0;27
69913;3;3;1
69914;4;4;99
69920;1;0;2
69921;0;2;3
69922;12;0;10
69928;0;1;27
69929;8;11;190
69930;6;2;28
69933;12;3;3
69936;2;0;3
69937;4;2;93
69942;0;1;5
69945;9;0;29
69946;1;3;17
69947;5;0;2
69951;3;3;77
69953;0;28;4
69954;1;0;1
69955;1;0;8
69957;1;20;9
69960;7;2;3
69962;0;7;69
69965;0;1;3
69966;1;1;2
69970;1;0;178
69972;0;2;11
69974;2;0;8
69975;4;0;1
69976;7;3;1
69977;35;4;50
69978;0;1;4
69979;1;0;39
69980;1;0;10
69982;8;9;23
69984;0;1;12
69985;13;2;92
69986;4;0;1
69987;4;0;12
69989;4;23;1
69992;18;275;2
69993;0;1;1
69996;3;0;55
69999;3;3;30
70002;2;1;5
70003;2;0;21
70004;2;0;204
70008;1;0;1
70011;1;0;2
70014;1;2;13
70018;8;0;3
70019;16;3;8
70020;4;11;13
70021;1;3;2
70022;1;4;2
70024;3;4;591
70025;7;0;19
70026;0;1;5
70027;1;0;18
70028;2;0;1
70033;3;0;10
70034;1;6;81
70040;4;13;71
70042;8;1;3
70046;0;4;73
70048;0;1;1
70049;1;15;31
70050;0;1;1
70053;5;0;19
70054;1;0;9
70058;2;0;8
70059;39;7;5
70062;2;0;2
70063;4;13;1
70064;0;2;14
70065;0;23;6
70066;4;0;1
70067;0;5;1
70068;2;3;51
70070;0;1;1
70071;0;1;33
70072;6;0;73
70074;2;2;10
70076;1;0;1
70077;1;27;11
70079;0;4;1
70081;41;57;1
70084;0;6;17
70086;1;0;11
70090;0;2;2
70093;1;0;3
70095;0;2;8
70096;5;5;4
70098;2;0;1
70100;1;0;9
70101;0;2;19
70102;5;6;143
70103;1;19;61
70104;0;3;4
70106;2;72;106
70107;3;0;3
70108;1;0;2
70109;10;9;2
70110;0;7;5
70111;3;0;1
70112;0;1;7
70116;1;1;1
70122;1;26;14
70125;7;11;202
70126;1;6;88
70127;3;101;1
70128;2;2;8
70131;42;13;3
70132;23;3;15
70133;3;3;87
70137;10;2;9
70138;3;0;7
70140;0;4;11
70141;1;0;222
70142;6;2;5
70143;18;3;18
70144;0;1;32
70145;0;1;8
70148;2;0;1
70149;3;0;6
70151;9;35;2
70153;1;0;13
70154;0;1;44
70155;1;1;9
70160;3;1;69
70161;15;1;74
70163;2;0;151
70164;3;1;4
70165;8;1;6
70167;2;0;156
70169;1;0;1
70172;0;1;8
70173;2;16;69
70175;1;0;190
70176;1;0;3
70177;2;4;18
70180;1;0;1
70181;1;0;4
70182;3;1;37
70185;3;28;2
70186;9;4;30
70187;26;46;33
70188;1;5;2
70191;0;2;18
70192;0;1;33
70194;15;19;35
70195;0;57;1
70197;1;1;1
70199;0;1;73
70200;1;0;3
70201;2;0;1
70204;0;104;3
70209;2;8;1
70210;0;5;7
70212;2;0;75
70213;1;0;13
70214;0;3;162
70216;3;11;23
70217;0;1;14
70219;0;1;16
70221;1;9;61
70222;30;4;6
70223;0;65;2
70224;3;6;121
70226;3;0;5
70227;1;0;2
70230;6;75;4
70231;79;16;5
70232;10;1;2
70233;1;0;5
70235;8;0;2
70236;0;1;43
70237;2;5;2
70238;4;3;72
70241;4;6;10
70245;3;0;149
70247;0;1;1
70248;0;1;9
70252;5;8;1
70253;1;0;2
70254;2;45;32
70255;2;1;118
70257;0;1;18
70261;21;7;72
70262;1;1;302
70263;10;83;98
70264;2;3;2
70266;0;1;30
70268;2;0;6
70273;0;1;43
70275;0;4;6
70277;1;0;14
70278;1;1;88
70281;0;1;7
70283;1;1;59
70284;2;1;62
70290;5;0;18
70293;18;5;63
70295;8;0;2
70296;1;0;1
70299;1;0;17
70300;5;26;9
70304;3;43;42
70305;5;3;143
70306;0;4;15
70308;1;12;38
70309;7;1;6
70310;2;0;1
70311;10;3;3
70312;0;12;8
70314;0;1;127
70317;5;6;13
70318;1;1;36
70319;8;1;1
70324;8;8;42
70326;2;3;4
70327;0;2;13
70328;0;5;3
70329;1;1;13
70330;1;0;9
70332;3;0;2
70334;8;3;12
70335;2;1;4
70336;0;1;211
70338;1;0;4
70340;8;23;2
70341;1;9;13
70345;1;0;12
70348;0;13;32
70350;4;1;29
70352;5;0;10
70353;55;4;8
70357;0;1;156
70358;2;4;54
70360;4;0;25
70361;1;17;2
70364;0;4;76
70365;0;1;9
70368;1;0;1
70369;0;2;12
70370;1;0;5
70372;3;0;24
70373;0;2;8
70374;0;5;2
70378;1;39;1
70379;3;1;3
70380;0;1;5
70382;41;6;47
70384;0;27;2
70386;37;4;3
70391;4;12;50
70392;3;8;122
70393;1;0;1
70395;1;1;137
70397;65;9;8
70400;2;0;1
70401;4;28;2
70402;0;3;212
70403;0;40;1
70405;0;1;25
70407;1;0;18
70408;6;4;123
70410;2;0;5
70412;0;5;15
70414;3;1;4
70416;1;0;14
70420;3;2;1
70421;0;1;36
70426;0;20;22
70429;4;53;96
70430;33;6;47
70431;6;3;21
70432;11;4;1
70433;0;1;5
70436;8;2;13
70437;2;3;15
70438;0;1;160
70439;1;0;6
70440;0;16;11
70444;10;5;1
70445;0;1;11
70446;2;1;6
70447;1;1;72
70448;50;1;3
70451;1;1;8
70452;0;15;23
70453;1;1;26
70457;47;17;36
70462;3;4;43
70464;6;106;13
70466;37;26;32
70472;18;8;1
70473;15;4;61
70475;0;1;241
70479;0;1;21
70480;2;0;5
70482;1;1;16
70485;2;0;26
70486;2;2;1
70494;3;0;9
70495;0;2;345
70497;2;0;34
70500;0;1;9
70502;2;1;53
70505;0;1;90
70506;0;1;1
70507;3;0;8
70508;0;1;9
70509;0;1;8
70510;1;0;1
70511;1;23;2
70512;13;35;8
70513;0;1;85
70514;3;18;55
70515;0;1;1
70516;5;0;24
70517;0;1;7
70519;0;1;164
70520;0;53;19
70521;2;14;10
70522;4;0;4
70523;2;0;3
70525;0;1;5
70526;1;0;35
70530;5;7;15
70532;1;0;6
70533;8;1;25
70534;1;10;3
70537;3;4;28
70538;1;0;80
70539;14;29;34
70540;3;0;15
70541;0;1;13
70544;9;0;236
70546;2;13;248
70548;0;6;8
70549;1;5;57
70550;2;7;1329
70551;7;28;60
70553;0;3;3
70554;1;0;7
70556;7;0;2
70557;5;1;2
70559;3;0;53
70562;7;3;7
70564;1;0;7
70565;0;1;20
70566;3;0;15
70567;2;0;23
70568;2;53;181
70569;0;1;10
70570;0;93;18
70571;0;2;2
70572;0;1;2
70573;1;0;1
70575;6;9;9
70577;0;1;191
70579;2;7;519
70583;0;1;1
70584;0;7;3
70585;14;13;10
70586;1;5;24
70587;1;1;1
70589;1;0;1
70590;1;0;4
70592;1;0;1
70593;9;15;11
70595;1;0;3
70598;11;2;1
70601;2;1;108
70604;0;2;1
70606;1;0;182
70607;0;34;1
70610;1;0;3
70611;9;2;56
70612;46;6;9
70614;1;5;16
70615;59;34;1
70618;4;2;19
70619;0;21;29
70622;5;20;10
70623;6;5;55
70625;3;3;31
70627;5;0;5
70631;2;0;12
70636;1;0;14
70637;4;6;47
70638;1;0;175
70640;1;0;2
70641;1;0;4
70642;0;1;27
70644;0;15;27
70650;1;0;11
70652;0;2;1
70656;11;2;32
70658;2;3;22
70660;4;0;3
70662;0;1;1
70663;9;6;37
70664;3;8;110
70665;1;1;8
70666;1;0;37
70667;41;0;3
70675;0;1;25
70677;2;0;10
70678;0;1;1
70679;0;1;6
70689;1;0;94
70692;0;1;4
70694;27;3;43
70700;0;2;37
70702;1;7;15
70705;2;26;51
70709;0;7;211
70710;1;2;4
70711;6;48;2
70714;0;2;4
70717;9;6;17
70719;5;1;1
70721;1;1;101
70722;0;1;28
70723;0;1;60
70724;23;207;103
70725;1;0;6
70726;2;4;6
70728;0;1;86
70729;9;6;2
70730;0;1;22
70731;1;1;6
70733;1;1;141
70735;1;1;5
70738;0;1;142
70739;2;2;1
70740;3;0;37
70743;3;1;38
70744;1;0;11
70746;0;6;243
70747;1;36;1
70753;4;8;10
70755;0;38;6
70757;4;1;98
70759;0;12;3
70761;1;0;19
70766;2;0;6
70771;4;0;33
70773;3;0;1
70777;6;1;9
70779;0;1;26
70780;2;1;6
70781;1;3;37
70782;0;1;6
70786;0;1;16
70791;14;28;19
70793;0;1;1
70794;1;0;5
70800;3;21;148
70801;5;4;22
70805;0;2;5
70806;3;0;46
70807;4;1;21
70811;21;5;85
70817;1;9;21
70818;1;0;1
70824;0;10;3
70828;0;2;5
70829;5;18;12
70830;6;5;15
70832;1;0;60
70833;0;2;67
70835;12;1;3
70839;0;3;105
70841;0;1;8
70845;3;5;89
70847;2;0;2
70849;5;1;13
70850;1;1;16
70851;2;2;12
70852;1;3;2
70854;0;3;16
70857;2;7;24
70858;0;6;59
70864;3;0;11
70865;3;6;22
70866;0;1;7
70868;2;1;15
70870;3;1;1
70872;27;9;502
70875;4;0;73
70876;0;4;44
70879;0;1;4
70883;18;180;595
70886;0;57;62
70888;1;1;14
70893;4;3;1
70896;1;5;2
70900;0;7;3
70901;0;2;32
70903;0;5;1
70907;0;1;7
70909;0;1;2
70913;2;0;7
70914;2;0;1
70916;1;1;27
70921;0;1;33
70924;0;1;10
70927;2;0;24
70929;4;3;1
70931;0;9;60
70932;0;5;7
70933;2;0;3
70934;1;5;2
70935;2;0;3
70936;0;1;257
70938;0;2;3
70940;2;2;209
70941;3;1;68
70942;1;8;17
70943;65;42;17
70944;6;319;1653
70945;1;2;49
70946;0;7;6
70948;3;1;5
70951;0;1;1
70953;14;0;1
70954;8;19;439
70955;0;3;16
70957;0;3;7
70958;0;2;1
70960;3;2;3
70961;2;1;4
70965;0;24;3
70968;0;10;18
70969;1;2;181
70970;6;9;108
70977;3;0;90
70981;0;14;49
70985;2;1;4
70986;5;2;6
70987;1;1;18
70991;0;1;75
70992;31;32;12
70994;1;0;45
70995;8;1;2
70996;0;3;1
70998;5;20;9
70999;16;9;5
71000;1;0;9
71001;0;1;13
71002;12;9;13
71003;0;2;7
71004;0;1;51
71006;0;13;7
71008;0;1;1
71009;0;2;6
71011;0;10;1
71015;0;1;4
71016;0;1;2
71018;18;1;4
71022;0;1;8
71023;0;1;3
71025;1;0;6
71029;1;0;1
71032;1;0;7
71033;1;0;4
71036;0;1;85
71038;1;0;33
71040;2;3;34
71043;5;24;36
71044;0;5;49
71045;9;9;72
71046;1;0;2
71047;0;1;26
71050;1;1;18
71051;3;1;12
71053;1;0;13
71054;4;1;3
71056;0;1;7
71058;4;3;80
71062;1;0;1
71065;2;0;1
71067;0;2;80
71068;0;11;425
71071;6;10;29
71072;0;1;19
71073;0;1;17
71074;1;0;7
71077;2;2;3
71078;5;9;36
71080;1;0;34
71082;0;1;91
71083;2;2;14
71085;1;1;1
71086;1;0;29
71089;1;4;49
71093;0;8;29
71094;5;5;8
71096;2;814;2
71098;3;0;12
71101;2;74;26
71103;4;8;13
71106;0;1;11
71110;24;75;5
71112;0;1;3
71114;6;3;25
71115;0;1;14
71117;1;0;2
71120;2;6;214
71124;1;3;15
71127;10;0;16
71129;0;2;58
71131;1;0;6
71132;0;1;885
71133;0;1;5
71136;3;29;7
71139;1;2;89
71142;0;1;6
71149;7;8;251
71150;1;0;30
71152;0;2;3
71153;1;9;12
71154;1;0;1
71155;2;0;22
71158;1;0;20
71159;0;34;123
71161;0;3;71
71162;3;0;1
71163;2;0;12
71165;1;0;3
71166;11;96;5
71167;0;1;14
71168;3;1;2
71170;45;192;7
71171;0;1;5
71172;11;29;8
71173;2;0;25
71174;2;0;20
71175;0;1;1
71178;32;2;2
71179;2;2;40
71184;1;0;1
71186;9;9;56
71188;1;0;4
71191;1;0;20
71192;78;5;7
71193;5;95;2
71196;8;5;1
71198;0;2;46
71199;1;0;272
71200;1;0;6
71203;2;4;13
71208;3;5;14
71209;0;2;64
71210;0;16;22
71211;3;7;9
71212;83;7;126
71215;0;5;7
71216;1;0;4
71217;0;1;84
71218;0;2;56
71219;0;2;21
71221;0;1;1
71222;3;5;1
71223;1;1;1
71225;0;1;14
71227;2;5;10
71228;1;2;6
71229;0;1;2
71230;0;1;42
71231;1;6;79
71232;0;2;131
71233;0;1;3
71238;7;19;25
71239;1;0;8
71242;5;0;3
71243;3;16;5
71255;2;32;2
71256;5;0;29
71259;3;0;1
71260;1;4;230
71263;0;2;2
71264;3;0;1
71265;6;16;117
71268;5;2;2
71269;3;1;2
71274;1;0;2
71275;7;61;4
71277;7;4;4
71279;2;1;2
71284;1;0;2
71285;1;0;2
71287;2;0;12
71289;7;0;1
71290;11;2;16
71294;0;3;29
71295;1;0;10
71296;5;4;4
71299;2;6;15
71300;1;0;250
71301;1;1;1
71302;0;10;2
71304;14;39;5
71305;0;1;4
71306;4;4;11
71307;2;1;1
71308;3;5;29
71309;2;2;9
71310;22;15;15
71312;10;10;8
71313;1;0;30
71314;3;0;107
71315;0;3;11
71316;1;0;140
71317;0;5;50
71322;4;2;60
71323;12;151;14
71326;0;1;399
71329;8;4;27
71330;0;2;8
71331;0;6;17
71333;0;1;2
71335;0;2;175
71336;0;2;29
71337;1;0;2
71340;0;4;8
71341;0;3;55
71344;3;1;17
71348;1;2;63
71349;0;2;16
71350;31;0;121
71352;2;5;5
71354;0;1;40
71356;1;0;1
71358;24;45;2
71359;0;13;12
71360;0;1;10
71364;0;1;45
71366;18;134;1
71368;2;18;13
71370;4;102;1
71372;1;1;28
71375;2;7;104
71376;2;28;1
71377;19;4;3
71378;0;1;1
71379;0;1;67
71382;0;1;16
71383;0;3;1
71386;1;7;8
71387;0;1;2
71389;2;19;5
71390;0;1;4
71391;4;217;87
71396;1;5;2
71397;0;1;8
71398;1;6;8
71399;13;11;85
71401;2;1;2
71402;5;0;2
71403;1;2;52
71406;0;10;95
71407;1;8;18
71409;5;12;7
71410;1;0;51
71411;3;0;15
71412;2;3;228
71414;0;33;14
71417;2;1;40
71418;3;16;66
71420;0;1;1
71421;27;0;2
71422;0;1;5
71424;1;0;7
71431;6;2;12
71432;0;1;48
71433;0;2;176
71436;1;1;1
71437;12;61;6
71438;0;4;29
71440;0;1;3
71441;3;3;14
71442;7;2;6
71443;0;13;3
71444;0;3;2
71450;1;0;76
71451;27;4;18
71452;0;2;33
71453;0;1;7
71457;2;2;9
71458;4;0;2
71461;0;5;468
71462;0;56;2
71465;5;1;1
71467;0;1;485
71468;1;0;6
71470;1;0;56
71473;1;0;19
71475;0;1;3
71476;3;9;118
71477;0;4;21
71478;0;5;50
71479;0;1;54
71481;3;39;34
71484;2;0;4
71487;4;5;1
71488;9;1;43
71490;7;0;1
71496;0;2;13
71498;0;3;1
71499;16;33;7
71500;0;6;10
71501;9;3;183
71504;14;291;76
71510;1;1;11
71511;1;3;346
71512;6;2;92
71513;0;6;63
71516;6;6;193
71518;1;0;73
71519;0;1;7
71520;1;0;28
71522;1;1;1
71524;6;1;68
71525;0;1;1
71527;10;11;69
71528;2;1;19
71530;1;0;28
71532;2;2;10
71536;1;0;14
71537;0;3;16
71538;0;1;3
71539;0;6;9
71540;3;2;20
71544;1;2;2
71545;3;16;42
71547;1;0;13
71548;6;18;1
71549;4;3;575
71552;4;1;1
71556;4;0;126
71557;15;2;30
71560;1;0;34
71562;0;3;34
71566;1;1;3
71571;1;0;14
71573;1;0;52
71579;1;0;11
71581;0;3;82
71584;1;0;7
71585;1;2;20
71586;0;1;186
71587;1;10;10
71588;3;2;35
71589;0;7;6
71591;1;0;34
71592;6;9;8
71596;1;0;3
71599;1;0;6
71600;3;0;11
71601;1;0;14
71602;0;1;2
71603;0;2;5
71606;1;0;2
71607;0;1;6
71608;3;0;2
71609;1;1;11
71610;1;2;3
71621;9;9;14
71622;0;15;1
71623;0;3;31
71629;1;0;223
71631;3;1;4
71635;1;0;5
71636;0;9;3
71639;5;23;4
71641;3;5;2
71645;7;1;3
71646;0;2;115
71649;0;2;5
71652;1;1;2
71659;0;3;1
71661;4;2;2
71662;0;3;3
71663;0;9;3
71664;3;1;3
71668;21;0;2
71669;2;1;1
71676;5;1;8
71678;1;0;40
71680;10;28;6
71683;1;0;67
71684;0;3;150
71685;1;0;1
71689;3;3;3
71692;0;1;16
71698;0;1;4
71699;0;3;2
71700;0;2;4
71701;5;1;54
71704;0;8;28
71705;0;35;22
71708;0;2;12
71710;0;2;18
71711;0;1;2
71715;0;16;41
71716;1;8;6
71717;0;41;7
71719;0;1;33
71720;0;1;10
71721;0;1;1
71722;6;0;38
71723;0;1;5
71724;1;0;5
71725;0;1;15
71728;1;0;11
71730;0;1;29
71731;2;0;3
71732;0;1;37
71733;3;0;7
71736;1;0;81
71737;0;51;2
71740;1;6;11
71741;0;4;1
71744;0;3;208
71746;1;3;1
71747;5;1;131
71749;1;0;48
71750;3;1;2
71751;2;0;192
71752;1;5;15
71756;3;53;2
71761;0;19;21
71762;1;1;3
71763;1;0;144
71764;0;1;54
71765;1;0;7
71766;3;1;3
71772;10;6;1
71774;1;3;9
71775;2;13;2
71777;2;4;42
71778;1;9;7
71781;0;1;39
71782;1;0;16
71783;0;1;1
71784;1;0;7
71785;1;1;9
71786;21;8;104
71787;1;0;17
71788;2;0;7
71789;3;2;9
71790;0;2;90
71791;0;5;4
71793;1;10;29
71798;20;38;9
71799;0;3;1
71800;0;2;2
71802;3;1;1
71803;30;1;12
71804;2;0;8
71806;0;26;8
71807;2;1;19
71808;3;87;1
71811;0;6;2
71813;3;3;79
71814;1;0;1
71816;3;1;2
71817;2;10;10
71818;1;3;18
71819;2;0;2
71820;0;4;40
71822;0;1;6
71823;2;0;5
71826;0;2;78
71827;0;2;24
71828;4;3;29
71829;1;1;3
71831;4;9;118
71832;0;1;144
71833;0;1;43
71834;0;7;192
71842;0;3;12
71843;0;4;6
71844;2;0;4
71845;0;4;17
71846;0;2;95
71853;0;1;43
71854;0;4;270
71855;1;0;43
71858;0;1;1
71861;1;0;28
71866;0;1;3
71868;2;1;19
71870;1;121;8
71872;0;1;216
71873;1;0;21
71879;5;1;30
71886;2;0;3
71888;2;1;5
71889;0;1;10
71890;0;1;11
71891;2;20;5
71892;0;17;4
71896;3;1;36
71897;0;2;13
71901;4;0;22
71904;0;1;2
71905;1;1;26
71906;0;3;1
71914;0;2;15
71915;1;2;90
71917;1;0;47
71918;0;8;4
71922;0;1;19
71925;1;3;34
71926;2;2;15
71927;0;1;7
71928;1;0;4
71933;3;2;2
71934;28;14;46
71937;0;8;13
71938;2;7;612
71940;0;1;8
71941;8;3;46
71943;4;0;35
71946;4;9;112
71949;12;230;184
71951;55;106;21
71953;0;4;79
71957;2;88;41
71960;0;14;23
71961;38;28;5
71963;1;49;88
71964;4;1;50
71965;7;922;42
71966;1;1;39
71968;1;0;1
71969;1;0;2
71974;0;1;123
71978;1;5;4
71979;1;7;23
71982;0;2;64
71984;3;4;3
71986;2;54;6
71991;13;11;30
71995;1;0;61
71998;0;1;21
71999;1;0;11
72000;2;0;3
72001;2;0;6
72002;0;3;9
72004;0;2;7
72005;2;1;1
72006;0;7;3
72007;1;0;3
72008;2;0;14
72010;1;1;43
72012;1;0;47
72013;1;0;7
72015;0;1;9
72020;0;1;32
72023;2;4;5
72024;0;1;3
72025;1;1;82
72026;1;124;4
72027;5;0;7
72028;10;5;33
72034;4;8;6
72035;1;0;1
72036;0;1;1
72037;5;0;1
72039;7;9;1
72040;0;5;5
72041;2;1;2
72048;1;0;1
72049;1;1;22
72051;1;2;1
72054;1;0;12
72060;2;0;54
72062;1;0;72
72064;34;4;12
72067;2;1;2
72071;0;1;4
72075;0;1;23
72077;3;0;5
72081;3;1;95
72082;1;73;38
72085;1;0;6
72087;3;2;186
72089;8;5;9
72095;0;2;3
72097;0;14;73
72098;12;6;135
72099;0;3;37
72106;0;1;14
72108;7;2;68
72114;0;17;71
72115;2;0;158
72117;1;3;18
72120;1;2;2
72122;7;5;23
72123;3;0;2
72125;1;0;1
72128;4;59;242
72130;1;0;148
72131;19;0;12
72133;1;162;157
72135;0;1;8
72138;2;0;10
72139;0;2;173
72141;0;64;4
72143;3;1;1
72144;0;2;3
72146;4;2;1
72147;1;2;9
72148;3;1;1
72151;3;3;72
72152;0;4;1
72154;2;3;30
72159;6;3;2
72160;1;2;3
72162;0;2;8
72164;0;1;1
72165;2;0;54
72166;0;2;3
72168;14;1;85
72173;3;3;6
72174;0;1;1
72178;1;0;62
72180;1;1;1
72183;1;3;1
72186;0;1;27
72191;3;2;21
72192;0;5;5
72194;0;4;366
72195;0;1;58
72196;1;7;77
72198;0;1;1
72201;1;3;1
72202;2;1;13
72204;0;4;6
72205;1;35;349
72210;2;0;3
72211;5;0;1
72212;1;0;28
72214;1;158;96
72216;0;5;125
72217;5;2;3
72218;1;0;25
72219;0;2;25
72221;0;1;7
72224;5;0;3
72228;0;14;40
72229;1;7;28
72231;3;1;2
72233;2;11;2
72234;3;7;257
72236;2;1;3
72237;0;3;36
72238;0;1;1
72242;22;0;4
72243;0;1;66
72244;0;1;26
72248;1;0;79
72249;6;0;10
72251;6;7;1
72252;2;0;219
72253;4;2;2
72254;0;1;145
72257;1;1;105
72259;0;7;4
72260;0;5;3
72262;2;239;64
72266;5;0;3
72267;0;7;134
72270;2;1;19
72272;0;5;7
72273;0;2;1
72274;0;1;39
72275;0;3;640
72277;3;15;3
72279;2;0;241
72283;2;0;3
72285;3;1;10
72289;10;0;23
72291;0;14;81
72292;2;2;1
72295;0;1;53
72299;2;3;66
72302;0;1;2
72303;5;42;1
72304;1;0;3
72308;0;2;5
72310;1;0;2
72311;1;1;38
72313;2;18;11
72314;0;10;235
72316;42;11;1
72318;0;19;144
72320;3;2;47
72322;3;2;15
72323;1;3;29
72324;2;0;1
72328;23;67;143
72333;0;14;24
72334;0;36;17
72336;0;1;8
72338;1;0;2
72340;1;29;22
72342;0;1;87
72345;8;4;5
72347;1;0;1
72348;3;1;16
72349;0;31;78
72350;0;1;20
72351;3;0;1
72355;2;0;3
72357;0;28;126
72358;8;0;24
72360;3;5;55
72361;11;0;3
72363;1;0;40
72364;2;4;17
72365;4;3;6
72366;0;1;3
72367;1;0;10
72369;1;0;11
72372;1;1;21
72376;12;29;2
72377;7;8;1
72378;13;8;264
72379;8;1;11
72380;5;1;8
72382;0;3;38
72383;0;1;1
72389;0;17;1
72390;2;5;1
72398;4;18;36
72402;2;1;31
72403;2;63;103
72405;1;0;3
72408;0;3;1
72409;4;1;18
72410;0;1;135
72413;0;2;27
72414;1;0;4
72416;9;20;6
72417;0;6;14
72418;2;1;93
72421;0;5;253
72422;0;1;1
72424;0;2;12
72429;0;1;1
72432;1;1;1
72433;0;8;6
72435;3;39;15
72437;1;1;65
72441;2;15;22
72447;4;1;13
72449;2;2;19
72450;3;60;1
72452;0;1;115
72453;1;0;160
72456;18;0;12
72457;0;1;2
72461;0;2;26
72464;0;2;2
72466;2;0;46
72468;1;0;38
72470;6;7;3
72473;2;5;13
72477;0;54;36
72485;0;1;5
72486;1;0;3
72488;3;28;45
72489;0;1;3
72491;181;34;22
72493;5;1;2
72496;0;8;7
72497;3;12;7
72498;3;0;1
72501;2;1;112
72502;12;0;22
72505;3;6;100
72506;3;1;60
72507;0;5;1
72508;0;1;5
72514;7;5;196
72516;1;2;4
72517;1;0;32
72519;4;3;2
72520;2;4;7
72522;1;0;4
72524;0;12;7
72526;11;4;2
72530;0;1;11
72531;1;1;5
72537;8;3;4
72538;0;4;4
72540;1;4;1
72541;11;5;28
72542;0;1;31
72543;2;53;1
72544;1;2;2
72545;3;7;535
72546;1;0;2
72547;0;13;148
72549;0;2;3
72556;0;3;397
72558;0;4;2
72561;0;5;25
72562;0;1;49
72565;1;1;107
72567;0;2;1
72569;2;3;21
72570;0;1;11
72571;3;1;15
72572;49;56;10
72573;0;1;28
72575;1;10;5
72576;0;1;129
72577;1;0;11
72579;2;79;6
72581;0;6;41
72582;2;2;5
72583;2;2;4
72585;4;0;1
