real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
172163.593;172163.593;172163.593;172163.593;172163.593;172163.593;172163.593;172163.593;172163.593;172163.593;172163.593
;;;714230.853;165616.593;644812.919;35331.201;35416.121;644812.919;;34906.865
113371.417;113371.417;113371.417;113371.417;113371.417;113371.417;113371.417;113371.417;113371.417;113371.417;113371.417
148024.907;148024.907;148024.907;148024.907;148024.907;148024.907;148024.907;148024.907;148024.907;148024.907;148024.907
1354628.047;263704.083;2689864.907;186926.426;149340.237;278600.301;1007568.93;268406.382;23238.271;188203.357;434082.429
255450.543;918270.328;1690120.909;1298448.494;1586354.88;1092528.792;1117228.161;27346.826;568839.798;414767.779;184060.696
61103.49;865261.675;60140.928;1671221.306;20844.112;31136.457;60961.039;44929.104;8415.177;55607.792;621.506
131313.407;;6864.515;;53690.275;1262.681;37516.132;48332.971;8810.487;4124.672;74147.184
9051.297;;87369.441;;22779.554;65125.141;13542.746;19336.745;31489.717;264479.148;7835.05
84903.323;;5016.108;;40957.071;2079.837;41585.256;70920.632;49935.988;1924.486;55724.273
;;5745.365;;150921.177;5341.784;15269.848;6777.395;224459.855;19076.73;21005.36
;;113511.366;;21266.635;24954.294;24065.221;18024.182;11195.706;22605.212;70783.98
;;80790.505;;292070.561;39068.612;829.354;84773.999;7707.866;2749.562;36861.454
;;87479.688;;;17171.5;208331.967;335961.679;51632.817;1285.532;22578.334
;;82370.754;;;8390.081;10656.47;;938.828;22766.711;40567.747
;;36482.391;;;6477.922;107524.261;;21314.191;;4966152.626
;;16939.721;;;226095.079;11083.298;;5652.391;;
;;34382.058;;;1064349.971;9931.085;;1051110.449;;
;;1206475.182;;;;13142.925;;;;
;;;;;;80934.313;;;;
;;;;;;140009.105;;;;
3562090.087;3562090.087;938425.69;3562090.087;938425.69;938425.69;938425.69;3562090.087;3562090.087;3562090.087;3562090.087
938425.69;938425.69;;938425.69;;;;938425.69;938425.69;938425.69;938425.69
3080630.12;3080630.12;873475.6;2570193.11;1799875.016;780435.72;2833806.279;2403620.06;164728.957;3080630.12;2309978.75
;;3085564.91;;;3085963.573;;;2570787.387;;
