real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
209448.597;439045.64;156243.733;79613.92;125690.876;81110.08;13602.806;44239.15;316906.347;362133.3;294800.523
489136.3;470739.86;166423.123;480697.743;87418.943;42838.147;357227.933;388915.183;164027.561;326041.35;131904.106
10685.203;;;108286.596;;;15444.941;;1381.635;;
17455.503;;;;;;;;;;
1255.093;;;;;;;;;;
320182.75;326502.843;326502.843;320182.75;326502.843;320182.75;320182.75;320182.75;320182.75;320182.75;320182.75
;;;;;;;401358.719;443046.663;;
;;275574.833;;275574.833;275574.833;275574.833;;;;
339302.503;679346.927;339302.503;339302.503;679346.927;339302.503;679346.927;679346.927;679346.927;679346.927;679346.927
;61686.203;88405.03;21429.123;;;79885.097;150800.597;116150.384;165604.746;
;233619.976;;21061.506;;;93986.164;;;;
172353.853;172353.853;172353.853;172353.853;172353.853;172353.853;172353.853;172353.853;172353.853;172353.853;172353.853
66172.263;66172.263;147850.976;66172.263;267801.44;83363.533;147850.976;9365.056;66172.263;66172.263;282312.233
;;66172.263;;66172.263;66172.263;66172.263;66172.263;;;9365.056
;;;;;;;;;;66172.263
;;286508.647;;282344.687;569035.7;516251.767;1066507.947;;;
;378361.11;320748.898;276440.835;369042.41;;239325.159;258578.946;;;92366.706
;43274.823;57486.325;;57035.763;;;;;;
;113489.396;;;;;;;;;
687945.007;687945.007;687945.007;687945.007;687945.007;687945.007;687945.007;687945.007;687945.007;687945.007;687945.007
;;1144176.664;;1144176.664;;;;;;
;;;;261672.234;;;;;;
90385.537;460303.389;139230.019;16157.166;329312.873;;108511.243;;;12294.96;109895.354
9975.57;78004.293;;21324.679;;;;;;;
;;22028.72;;22028.72;;;;;;
;;452679.367;;452679.367;388336.627;;;;;
187892.577;187892.577;;455566.36;;;;;;187892.577;
;490793.46;;78653.004;;;681315.51;78653.004;;490793.46;285789.997
;849009.553;897936.043;;95257.933;;355393.282;;;;
211531.017;;358869.647;211531.017;;211531.017;358869.647;211531.017;358869.647;211531.017;
432443.63;432443.63;432443.63;432443.63;432443.63;432443.63;432443.63;432443.63;432443.63;432443.63;432443.63
526337.067;526337.067;526337.067;526337.067;338702.577;526337.067;526337.067;526337.067;526337.067;526337.067;526337.067
;;;;526337.067;;;;;;
;;145972.01;;145972.01;;145972.01;;;;
79094.37;79094.37;;160505.593;;166574.1;247985.323;160505.593;160505.593;79094.37;247985.323
128444.343;;;;;;148846.17;;;;
