real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
32155.647;31701.583;32155.647;32155.647;32155.647;32155.647;32155.647;32155.647;32155.647;32155.647;32155.647
;;;;;;;;;;24.242
3077.107;399.486;;;;;;;;;
;;;;;39865.013;;;;;
;;;;;;;;;499.716;
;;;;32867.443;;;;;;20682.523
15311.72;15311.72;14925.597;15311.72;15311.72;15311.72;15311.72;15311.72;15311.72;15311.72;14925.597
;;;;;;;;768.224;;
;;9597.909;;;;;;;;
;;;;;;;28772.787;;;30369.602
;;;;44114.39;;;;;;
;;31771.081;;;;;;;;
;;;;;;;;;;9794.561
;;;1180.845;;;;27970.407;;;
;;29101.373;;30120.094;;;;;;
;;;;;35674.267;;;;;
;;;;;;;;;;1998.641
39455.977;8607.397;;;;;;11783.534;954.361;10930.46;
;4665.18;;;;;;2333.397;;;
;;;;;;;22898.784;;53899.158;
11743.187;12827.947;95.103;10564.56;22800.147;34418.607;11095.171;30859.03;9813.313;32992.633;31828.0
10904.963;;10904.963;10904.963;;;10904.963;;10904.963;;
15280.273;517.562;;;22948.611;60646.185;8785.852;35082.132;;11822.694;18725.033
;;;;;;;13037.363;;;
;;;;;;;;315.497;;
;;;;;;3237.116;;;;
7595.607;7595.607;7595.607;7595.607;6198.139;7595.607;7595.607;7595.607;7595.607;7595.607;7595.607
;;;;7595.607;;;;;;
;;;;;;;26485.685;25090.627;;
;;;;;;2512.919;;;;
;1488.572;;;577.789;9468.006;;;;182.748;
;10472.83;;;;;;;;2134.078;
;;;;;;;;;;201.86
;;;783.037;;;;;;;
;;;;;11108.353;;;32045.923;;33832.436
;;;1279.858;;;;;;;
67372.76;67372.76;67372.76;67372.76;67372.76;67372.76;67372.76;67372.76;67372.76;67372.76;67372.76
;;;;;;;;;;7823.004
167.36;;;;;;18023.64;;;47228.627;
;;;;550.028;;;;;;
;;;7219.526;;;;;1802.446;;
17968.67;17968.67;18303.72;17968.67;18303.72;17968.67;18303.72;17968.67;17968.67;17968.67;18303.72
;;;70650.425;824.919;;;;31083.442;;
;;;;;;;;;;26589.534
;;;;;;8764.79;;5360.079;;
;;;;24654.607;;;;646.078;;
;;;;;;;;2337.828;;
;;;;;;;;18633.083;;
;;;4378.253;;;;;;;
;;;;;692.99;;;;;
;2601.57;;;;;;;;;
;1914.983;;;;;;;;;
;39.696;;;;;;;;;
;;;;13632.91;;;;;;
;23914.687;;;;;;;;;
28843.817;28843.817;;28843.817;;;;28843.817;28843.817;28843.817;28843.817
;;;;;;;;;;711.076
;;1401.45;;;;;;;;
;;;2418.463;;;;;;;
67324.86;76623.909;78020.503;76630.456;78020.503;78020.503;78020.503;78020.503;78020.503;78020.503;78020.503
54150.65;49406.653;49406.653;;;;;;;;
39539.94;39539.94;39539.94;39539.94;39539.94;39539.94;39539.94;39539.94;39539.94;39539.94;39539.94
4268.307;;;;;;;;;;
;78732.723;;;;;;;;37129.614;
1371.913;;;;;;10.046;;;;
;3665.298;;;;;;;;2507.893;
;;;;;;;51630.675;;;
1851.647;1851.647;;;;;;;;;
1173.26;1173.26;1173.26;1173.26;1173.26;1173.26;1173.26;1173.26;1173.26;1173.26;1173.26
;;;;5495.563;;;7256.49;34490.907;;
;;37947.366;;;;;;;;
;;;;;13078.139;;;;;
4138.65;36632.761;;8057.432;17056.841;;;;;9424.662;
8715.543;;;3197.461;;;;;;;
;284.1;;;;;;;;;
839.65;1469.737;783.27;1469.737;1469.737;1469.737;1469.737;153.183;1469.737;1469.737;1469.737
;;;;;;;;;;2601.66
;;;;;;;;;;3087.289
;;;;;;;;;;1376.231
;;;;;;;;27599.079;;
;13683.442;;;;;;;;;27786.434
;;;;;;;19385.304;;;
;;;;;;;;19398.027;20869.594;
;;;;;;;13474.493;;;
;;;29606.922;;;;;;;43070.129
;;;;;;45175.797;;;;
;;;;;;12192.896;;;;
;;;;;;;;;;77448.425
;;;;;;;;;;68868.775
;;;178.583;;;;;;;
2104.583;2104.583;;2388.497;;;;2388.497;2388.497;2104.583;
;;;;;;32538.976;;;;
;13279.87;;;;;;;1275.427;;
;;;;11080.852;;;;68957.973;;63541.286
;11644.87;;;;;;;;;13250.691
;;;;;;;429.159;;;388.585
3252.157;11233.916;2017.801;34300.512;7143.033;41625.714;19291.458;54761.916;5914.547;34092.408;80247.695
;;24525.237;;;;;;;;
;;;;;;;;3057.763;;
1491.787;;5261.272;;80.904;;;2846.585;;;8792.975
;;5494.375;;;;;;;;
;;2386.193;460.679;;;;;;;
;;23944.212;;3532.967;;;10922.051;;;1127.907
263.68;263.68;263.68;263.68;263.68;263.68;263.68;263.68;263.68;263.68;263.68
;;;;;;2312.48;;;;
;;;65795.042;;;17250.51;;;;
83824.12;;;;36221.562;;;;;;
;;;;138821.717;;;;;;
;;;30293.237;;;;;;;27466.028
3822.34;3822.34;50201.55;3822.34;50201.55;3822.34;50201.55;3822.34;3822.34;3822.34;50201.55
96221.2;1248.634;102451.307;96221.2;102451.307;96221.2;96221.2;96221.2;96221.2;96221.2;96221.2
83196.4;84856.153;84856.153;2616.471;81542.343;84856.153;40642.367;84856.153;84856.153;84856.153;84856.153
;;;51208.734;;;;;36920.09;;
43740.277;;43740.277;43740.277;;43740.277;;;;;
75088.12;75088.12;76517.157;73978.02;76517.157;75827.677;74717.577;73978.02;73978.02;75088.12;73978.02
;;;;40764.433;;492.309;;;;
10547.117;;;36720.06;;43338.998;;;;52141.224;
;;32612.24;;;;32612.24;;;;32612.24
71469.973;;;;;;;;;;
;;33682.45;24792.689;;;;;;;
;18574.197;68008.564;;;;;;;18574.197;
6656.36;80236.586;;45188.208;;11902.277;;1093.617;;;
10144.513;10144.513;10144.513;10144.513;10144.513;10144.513;10144.513;10144.513;10144.513;10144.513;10144.513
28781.927;;;;;141757.155;;;;;
;;;10796.02;;;81406.68;;;;
100699.623;100699.623;100699.623;100699.623;100699.623;100699.623;100699.623;100699.623;100699.623;100699.623;100699.623
;;;111.576;;;95881.83;;;;
5882.08;34403.09;;;;;;65329.208;31779.987;14197.315;
44643.033;45011.139;;14929.816;;;3001.653;;62020.757;43968.233;
;;127896.556;;127896.556;;127896.556;;;;
14287.417;14287.417;14287.417;14287.417;14287.417;14287.417;14287.417;14287.417;14287.417;14287.417;14287.417
;;1818.432;;;985.775;;20357.784;783.104;;348.958
;;115.759;;;10.142;;1208.187;;;
;;843.226;;;923.399;;965.131;;;
;;1647.629;;;;;;;;
;;132.509;;;;;;;;
;18740.927;2617.414;;;;;17829.511;7918.138;18637.11;
;;83296.211;;;;;31641.021;;56405.896;
;20108.481;282.885;;48532.707;3485.846;20770.406;;35449.655;;5424.334
;;;;;;;;2294.411;;
;;;;;;6136.886;;;;3928.079
;25906.727;;20183.383;40049.915;;;41020.426;;28130.077;
;;;36279.123;;;;;;;
;;;;106169.419;121243.243;;;101597.108;;
71949.427;71949.427;71949.427;71949.427;71949.427;71949.427;71949.427;71949.427;71949.427;71949.427;71949.427
50419.307;89973.835;;46436.073;;;31190.55;6114.023;36008.747;;9064.086
751.347;75706.561;51907.135;2706.16;71040.318;1369.866;5471.75;2282.32;18720.505;63240.003;66063.477
