real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
620899.97;43809.672;373512.148;707725.617;653625.626;138253.277;364311.268;1144318.987;133173.481;481643.561;371365.82
183966.427;23116.793;352235.446;349995.227;352631.32;199019.33;118956.05;2492.45;352631.32;352631.32;102488.321
2370.53;883248.419;424127.376;135583.002;82729.173;323136.067;1007361.07;419939.341;41835.71;788777.353;538634.354
269619.497;561806.739;1143329.413;27051.256;8008.573;146460.737;307672.173;438595.352;1295738.981;515096.053;172965.207
12070.347;9430.769;275095.446;65867.646;376549.703;184231.991;1395765.974;61437.729;426213.3;395402.416;52270.537
125277.773;482922.021;63792.305;223188.833;16618.554;106085.417;103758.007;446971.859;285820.88;239606.793;827595.754
1065112.407;478358.528;431444.199;536253.669;190557.733;38762.443;1852836.084;377341.712;4143.94;87751.138;147766.117
33252.44;;2202185.744;18815.676;518707.597;1592644.965;285671.439;41445.642;3670363.334;385568.725;83152.953
421872.84;;10830.901;297705.26;;394193.52;34782.292;14041.308;179437.437;15431.802;149079.039
7933.397;;742748.681;137561.283;;74512.373;;845438.364;132739.397;983609.927;520172.876
2530530.27;;;44104.39;;184082.477;;595225.057;47680.094;870620.6;26844.003
72894.947;;;29924.35;;;;24348.911;1197721.997;;2329506.003
;;;;;;;47200.064;1022666.813;;
;;;;;;;14616.977;;;
1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453;1665896.453
374252.35;374252.35;374252.35;374252.35;374252.35;374252.35;374252.35;374252.35;374252.35;374252.35;374252.35
182784.067;182784.067;182784.067;182784.067;182784.067;182784.067;182784.067;182784.067;182784.067;182784.067;182784.067
355616.367;355616.367;355616.367;355616.367;355616.367;355616.367;355616.367;355616.367;355616.367;355616.367;355616.367
15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59;15725496.59
9421360.577;9421360.577;1706655.827;9446591.7;1429.324;26660.447;8963401.944;8983882.99;26660.447;9421360.577;1706655.827
1706655.827;1706655.827;;1706655.827;1706655.827;1706655.827;1706655.827;1706655.827;1706655.827;1706655.827;
14103.6;107591.427;91567.036;341982.724;448679.177;348429.197;276137.77;9899.707;19147.257;345278.823;19147.257
2011192.783;370859.831;178932.463;11366.559;605904.683;420156.66;347193.84;245697.153;14259.55;417006.286;244865.327
190101.453;350869.651;366885.739;;164354.297;1303314.596;2607758.487;317424.616;2517220.717;16451.096;96361.943
;76251.291;;;313522.683;;;3723812.1;;1845282.429;
;24472.167;;;;;;78607.703;;190222.856;
;529128.607;;;;;;;;;
553165.48;553165.48;231667.82;553165.48;553165.48;553165.48;231667.82;553165.48;553165.48;553165.48;231667.82
41859.617;41859.617;374075.29;41859.617;374075.29;41859.617;374075.29;41859.617;41859.617;41859.617;68028.957
233518.087;233518.087;96112.427;68028.957;96112.427;68028.957;96112.427;68028.957;233518.087;233518.087;96112.427
96112.427;96112.427;;96112.427;;96112.427;;96112.427;96112.427;96112.427;
343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;343379.263;341898.38
168938.087;96319.423;167457.204;168938.087;62635.566;96319.423;168938.087;96319.423;168938.087;96319.423;167457.204
117455.247;221894.609;12755.144;117455.247;18016.33;115974.364;12755.144;117455.247;108065.273;117455.247;12755.144
472370.55;472370.55;18016.33;365136.187;74633.49;363655.304;18016.33;363655.304;473851.433;472370.55;363655.304
74633.49;74633.49;74633.49;74633.49;;74633.49;74633.49;74633.49;74633.49;74633.49;74633.49
789874.427;789874.427;532589.77;789874.427;532589.77;532589.77;532589.77;789874.427;789874.427;789874.427;789874.427
155627.95;155627.95;;155627.95;;;;155627.95;155627.95;155627.95;155627.95
1525582.213;1075990.24;1342577.516;3593752.054;447246.254;204378.067;4131467.176;2237465.471;2440281.334;3266471.074;3841569.208
80575.127;80575.127;189768.973;216590.18;97316.707;5473.577;1242138.129;2038560.981;2083983.414;80575.127;197990.014
794705.527;794705.527;794705.527;794705.527;794705.527;794705.527;794705.527;794705.527;794705.527;794705.527;794705.527
553202.29;553202.29;553202.29;553202.29;553202.29;553202.29;553202.29;553202.29;553202.29;553202.29;553202.29
;;1286730.577;;1286730.577;1286730.577;1286730.577;;;;
1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257;1722815.257
180691.97;180691.97;180691.97;180691.97;180691.97;180691.97;180691.97;180691.97;180691.97;180691.97;180691.97
49608.833;12522.397;72892.154;75408.497;75408.497;74054.69;12522.397;75408.497;24394.461;12056.867;75408.497
2091.513;71975.891;8903.556;73599.666;44802.687;257369.415;6446.434;28572.791;53530.257;53112.771;52185.217
960.183;20653.311;6663.677;16517.623;15167.284;42109.558;50692.728;12067.028;30806.706;6451.741;17181.194
29903.27;2512.668;334450.427;25347.523;33521.49;8355.162;10851.612;79349.748;52555.473;4461.731;76650.53
5838.723;129978.982;31463.88;30034.234;102580.79;48322.032;45209.631;439083.715;4699.374;116576.414;178903.735
5216.52;10442.436;99713.863;99644.147;41404.254;64872.402;45203.351;26017.168;212.031;19692.823;35359.878
876.24;101560.376;89070.6;152864.821;4050.707;79076.803;9567.488;69677.645;9154.791;4050.707;56218.202
50339.897;1251.499;124554.306;135292.503;;32488.694;7816.84;61597.549;76644.717;;4550.602
