real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02;1062966.02
57322.41;57322.41;57322.41;57322.41;57322.41;57322.41;57322.41;57322.41;57322.41;57322.41;57322.41
137998.35;137998.35;137998.35;137998.35;137998.35;137998.35;137998.35;137998.35;137998.35;137998.35;137998.35
121250.66;121250.66;121250.66;121250.66;121250.66;121250.66;121250.66;121250.66;121250.66;121250.66;121250.66
15202.68;15202.68;15202.68;15202.68;15202.68;15202.68;15202.68;15202.68;15202.68;15202.68;15202.68
1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23;1280776.23
10280.37;10280.37;10280.37;10280.37;10280.37;10280.37;10280.37;10280.37;10280.37;10280.37;10280.37
202758.627;202758.627;202758.627;202758.627;202758.627;202758.627;202758.627;202758.627;202758.627;202758.627;202758.627
9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607;9340307.607
85584.553;85584.553;85584.553;85584.553;85584.553;85584.553;85584.553;85584.553;85584.553;85584.553;85584.553
4928.78;4928.78;4928.78;4928.78;4928.78;4928.78;4928.78;4928.78;4928.78;4928.78;4928.78
83019.32;83019.32;83019.32;83019.32;83019.32;83019.32;83019.32;83019.32;83019.32;83019.32;83019.32
219397.753;219397.753;219397.753;219397.753;219397.753;219397.753;219397.753;219397.753;219397.753;219397.753;219397.753
2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067;2496592.067
7514.187;7514.187;7514.187;7514.187;7514.187;7514.187;7514.187;7514.187;7514.187;7514.187;7514.187
1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977;1422478.977
8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223;8661978.223
4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96;4074081.96
2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283;2533455.283
5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257;5763633.257
239707.79;239707.79;239707.79;239707.79;239707.79;239707.79;239707.79;239707.79;239707.79;239707.79;239707.79
1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633;1995022.633
15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273;15634618.273
3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41;3718106.41
13811.973;13811.973;13811.973;13811.973;13811.973;13811.973;13811.973;13811.973;13811.973;13811.973;13811.973
25719.033;25719.033;25719.033;25719.033;25719.033;25719.033;25719.033;25719.033;25719.033;25719.033;25719.033
697662.647;697662.647;697662.647;697662.647;697662.647;697662.647;697662.647;697662.647;697662.647;697662.647;697662.647
9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127;9330044.127
39802.097;39802.097;39802.097;39802.097;39802.097;39802.097;39802.097;39802.097;39802.097;39802.097;39802.097
4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73;4413923.73
340908.893;340908.893;340908.893;340908.893;340908.893;340908.893;340908.893;340908.893;340908.893;340908.893;340908.893
97807.217;97807.217;97807.217;97807.217;97807.217;97807.217;97807.217;97807.217;97807.217;97807.217;97807.217
