real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
312980.113;312980.113;312980.113;312980.113;312980.113;312980.113;312980.113;312980.113;312980.113;312980.113;312980.113
172368.903;24306.057;415215.249;172368.903;415215.249;172368.903;172368.903;172368.903;172368.903;172368.903;172368.903
24306.057;5449229.193;2142897.526;24306.057;2142897.526;5242729.039;1363330.18;24306.057;24306.057;24306.057;1363330.18
5449229.193;1219386.47;1219386.47;1569830.334;1012886.316;1012886.316;1012886.316;1569830.334;1569830.334;5449229.193;1219386.47
1219386.47;;;1219386.47;;;;1219386.47;1219386.47;1219386.47;
245778.48;245778.48;245778.48;245778.48;245778.48;245778.48;245778.48;245778.48;245778.48;245778.48;245778.48
1597.08;1762.3;666.79;102596.33;102077.93;964.723;853.043;5465.296;3483.7;158806.367;3079.823
120233.003;685.773;163896.327;236693.583;207956.247;1377.466;301.443;175654.833;130296.866;205655.637;141565.769
221943.637;164985.31;236693.583;;;13642.539;10181.043;223022.503;236693.583;;235771.306
;205251.76;;;;129892.989;196427.133;;;;
;;;;;224098.526;236693.583;;;;
355419.083;355419.083;355419.083;355419.083;355419.083;355419.083;355419.083;355419.083;355419.083;355419.083;355419.083
799175.853;799175.853;969231.29;799175.853;969231.29;969231.29;969231.29;799175.853;799175.853;799175.853;799175.853
58202.307;102929.433;103.574;40451.544;60165.48;19467.034;60062.509;26201.599;28643.677;24988.432;46099.138
14482.877;17861.05;92207.441;7144.631;31149.807;671589.851;25110.835;35207.906;25865.909;25899.592;16239.99
40162.413;34084.27;117520.324;127.077;17287.994;87407.618;51661.961;;14162.921;110332.28;26401.79
16279.127;1328.971;189776.132;31785.243;233716.347;;34419.718;;10056.167;4929.194;39949.186
643280.217;17624.688;;100309.579;140871.971;;8569.172;;4935.163;9244.953;15348.375
;13843.953;;59006.383;;;201120.059;;4165.86;;120360.319
;;;;;;;;64162.436;;
1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203;1338608.203
262029.067;262029.067;262029.067;262029.067;262029.067;262029.067;262029.067;262029.067;262029.067;262029.067;262029.067
395.277;137364.096;49002.356;27102.112;45782.49;88603.532;123023.517;22628.271;167311.02;21460.196;1856.451
;58138.955;;;;52161.817;;;11254.447;;20376.518
3451601.14;3451601.14;3454955.053;3451601.14;3454955.053;3454955.053;3454955.053;3451601.14;3451601.14;3451601.14;3451601.14
2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583;2458031.583
1538854.907;789235.587;990055.787;629594.199;1053651.853;820211.956;629594.199;1538854.907;820211.956;789235.587;172345.553
1442514.523;;;1442514.523;3973646.857;1633132.28;1891839.369;124661.107;1633132.28;;
71671.557;2228198.965;123795.792;414358.407;1458508.381;1147204.561;238415.214;904499.057;113143.725;630493.699;461878.78
15136.267;;;1181259.851;;;16566.974;;976358.926;301629.245;271937.153
3581080.66;3648007.253;2675446.371;209527.999;424891.44;3211168.204;1548293.033;10193.73;1198002.733;3032894.404;3297542.727
2494454.09;2494454.09;2310969.851;22507.723;27691.354;1997752.737;2474292.653;236884.21;2494454.09;2434591.786;2084127.26
;;;;218366.834;;;225793.477;;;
;;;;2099146.201;;;2419924.417;;;
1903.04;1903.04;1903.04;1903.04;1903.04;1903.04;1903.04;1903.04;1903.04;1903.04;1903.04
170896.573;114849.357;18373.617;97289.94;130898.276;97289.94;12736.364;36243.587;130218.36;188958.48;170896.573
72158.787;323548.533;48325.677;148644.52;286314.98;979723.154;59245.897;10172.647;30215.42;167245.964;8441.473
