real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
1121306.773;907063.052;721380.533;240564.369;385550.597;364607.056;731971.714;2914420.561;1220733.953;939340.339;4375.183
7582.353;7582.353;7582.353;7582.353;7582.353;7582.353;7582.353;7582.353;7582.353;7582.353;7582.353
15941903.233;16025979.013;15941903.233;15941903.233;137831.62;15942360.563;15941903.233;15942360.563;15941903.233;15942360.563;54213.17
15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913;15334822.913
3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94;3539299.94
1121252.837;1121252.837;445234.641;1121252.837;445234.641;445234.641;445234.641;1121252.837;1121252.837;1121252.837;1121252.837
3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787;3778668.787
28340.057;282629.481;140451.39;2774201.097;95517.907;2668367.605;218004.174;803628.741;65493.233;117665.31;22100.602
;;;;;6477.987;;;;;
;;;25098.958;;;73643.49;;;;
6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51;6987213.51
5353.88;;;;52956.438;;;;;;
;1275146.903;1114452.187;664736.263;1527789.854;;910202.406;333641.687;973330.373;;1038124.526
237447.017;237447.017;237447.017;237447.017;237447.017;237447.017;237447.017;237447.017;237447.017;237447.017;237447.017
85195.133;85195.133;85195.133;4036.49;85195.133;78500.003;85195.133;85195.133;52044.603;26480.355;75020.973
;;;;1840.114;;;;;;59249.213
789374.683;789374.683;789374.683;789374.683;789374.683;789374.683;789374.683;789374.683;789374.683;789374.683;789374.683
61237.28;61237.28;61237.28;61237.28;61237.28;61237.28;61237.28;61237.28;61237.28;61237.28;61237.28
1326856.593;1833427.373;;41675.599;2241419.23;1356676.514;165431.514;57001.475;704209.461;1775124.698;
2324718.093;8524671.723;2324718.093;2324718.093;1825674.584;2565995.563;2324718.093;2565995.563;2324718.093;2565995.563;4843640.317
202394.82;157822.719;1408143.06;915853.21;116244.194;1223158.717;218288.313;577615.087;507144.814;1085761.363;178794.956
763901.447;763901.447;763901.447;763901.447;763901.447;763901.447;763901.447;763901.447;763901.447;763901.447;763901.447
3321488.017;3321488.017;3320681.827;3321293.037;3320876.807;3321293.037;3320681.827;3321293.037;3321488.017;3321488.017;3320681.827
16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46;16588846.46
272347.943;272347.943;272347.943;272347.943;272347.943;272347.943;272347.943;272347.943;272347.943;272347.943;272347.943
3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383;3214001.383
3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46;3616605.46
13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023;13565417.023
1221.693;1221.693;1221.693;1221.693;1221.693;1221.693;1221.693;1221.693;1221.693;1221.693;1221.693
2841162.663;12269177.92;2837902.273;118359.371;35192.035;3520426.456;3983383.556;2837902.273;2930883.496;2837902.273;2837902.273
356667.113;7096423.31;11099643.587;10669382.88;7096423.31;2442739.969;7432654.123;5980906.52;2406340.356;8039794.545;10677911.567
796146.253;796146.253;;;;;;311959.66;312505.26;796146.253;310321.503
311851.38;311851.38;311851.38;311851.38;311851.38;311851.38;311851.38;311851.38;311851.38;311851.38;311851.38
449958.51;219123.837;12409036.89;135203.5;1520599.304;39980.795;18034.856;121611.331;398603.071;276308.024;54171.378
11408461.04;11408461.04;;11408461.04;;;;11408461.04;11408461.04;11408461.04;11408461.04
261851.677;261851.677;1098642.213;112822.327;476725.49;7986.047;327696.14;1015058.067;327696.14;261851.677;1054449.143
4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07;4824323.07
;;;;36726.61;;;;;;
10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493;10297169.493
418957.707;418957.707;568257.485;386603.534;311268.569;792059.553;648848.25;205515.235;173532.296;418957.707;792059.553
;;1314894.274;;1314894.274;;1314894.274;;;;
;;113399.8;;113399.8;113399.8;113399.8;;;;
1816748.203;1816748.203;1924854.533;1924854.533;1924854.533;1924854.533;1924854.533;1924854.533;1816748.203;1816748.203;1924854.533
82077.1;1680138.704;246102.174;673940.181;1443031.801;592945.341;905738.987;781798.839;2472525.376;1347215.8;82077.1
;60388.016;29854.272;1491.756;198242.196;;194753.126;;283090.317;103935.817;
7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683;7367581.683
3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533;3752751.533
3076557.437;209200.924;674293.723;3076557.437;674293.723;3541650.236;2856247.466;3076557.437;3076557.437;3076557.437;2856247.466
;;;;;;479664.343;;;;
9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62;9506645.62
1948446.88;1948446.88;2507848.2;1947688.653;2507848.2;2506928.577;2507848.2;2507365.767;2507848.2;1948446.88;2507365.767
1559050.78;1482975.667;;;1979882.32;1272709.017;2586102.229;2083556.649;1520188.764;892693.664;197928.352
;;;;;44293.733;;;;;
;;460616.766;;460616.766;;460616.766;;;;
99733.64;26153.414;;61201.792;;94487.723;;11550.869;;;
156192.487;156192.487;156192.487;156192.487;155868.027;73804.901;155868.027;156192.487;156192.487;156192.487;156192.487
;;;;;;;;;;5218.462
107525.403;107525.403;107525.403;107525.403;107525.403;107525.403;107525.403;107525.403;107525.403;107525.403;107525.403
3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857;3120248.857
7041118.0;4294405.897;4365637.324;4603960.358;8542769.51;6360401.764;6088602.938;8738922.94;5376548.184;3816069.494;8736468.95
7436052.5;;7436052.5;7436052.5;;7436052.5;;9605595.203;;9605595.203;7438368.516
2047.57;;;82978.958;6589.631;;;;;229339.58;
272013.79;272013.79;520748.993;272013.79;520748.993;520748.993;520748.993;272013.79;272013.79;272013.79;492129.766
474928.977;474928.977;;;473091.85;;;;474928.977;474928.977;
433256.987;433256.987;433256.987;433256.987;433256.987;433256.987;433256.987;433256.987;433256.987;433256.987;433256.987
;;;;;;;47678.216;;16677.842;
