real;sim_0;sim_1;sim_2;sim_3;sim_4;sim_5;sim_6;sim_7;sim_8;sim_9
257353.59;1657646.979;50902.032;639197.223;837252.831;60848.081;715721.978;837688.208;1926472.663;1824659.69;786772.067
116616.047;829725.967;;;;;;;;;
;;302111.41;;;352168.747;;;;;196978.36
2313048.51;2012774.259;300682.403;2895274.92;2958543.49;3115718.793;1351920.247;360928.577;487218.667;2313048.51;301065.397
;;;;84467.42;;;;;;
335183.173;;;179619.731;;83267.18;;;319021.614;171842.235;246148.526
1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457;1830952.457
60872.42;60872.42;;60872.42;;;;60872.42;60872.42;60872.42;60872.42
;;;1202328.677;;1202328.677;;1202328.677;;;1202328.677
2812.697;2812.697;2812.697;2812.697;2812.697;2812.697;2812.697;2812.697;2812.697;2812.697;2812.697
3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717;3867693.717
2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697;2176814.697
2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473;2065030.473
6882.153;6882.153;6882.153;6882.153;6882.153;6882.153;6882.153;6882.153;6882.153;6882.153;6882.153
1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123;1662987.123
749.027;749.027;749.027;749.027;749.027;749.027;749.027;749.027;749.027;749.027;749.027
1176351.417;206691.787;6532062.878;1702464.943;1738462.346;4121809.864;5786236.504;2435764.561;1738462.346;2316397.958;1259045.513
4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983;4374689.983
8937220.12;8937220.12;155060.15;8937220.12;155060.15;155060.15;155060.15;8937220.12;8937220.12;8937220.12;8937220.12
456160.897;;;906470.664;235250.299;;;;326370.735;814422.243;180648.429
105438.53;105438.53;105438.53;105438.53;105438.53;105438.53;105438.53;105438.53;105438.53;105438.53;105438.53
860011.347;961334.294;3114593.561;151611.281;1046274.306;195343.293;101627.417;455812.1;133226.033;214298.101;2106467.18
;;;98586.52;;98586.52;;98586.52;;;98586.52
87095.84;87095.84;87095.84;87095.84;87095.84;87095.84;87095.84;87095.84;87095.84;87095.84;87095.84
1819766.667;1819766.667;;1819766.667;;;;1819766.667;1819766.667;1819766.667;1819766.667
3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393;3345109.393
587140.807;587140.807;587140.807;587140.807;587140.807;587140.807;587140.807;587140.807;587140.807;587140.807;587140.807
14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377;14842012.377
;;;;;40765.156;;;;;
;;275284.036;;1498969.527;;;;206576.241;;275284.036
996121.813;1772640.72;3776781.967;996121.813;2122125.321;5195246.829;255251.408;5382591.774;4082624.417;;647183.804
;;;1627387.973;515686.534;426287.59;;;70398.86;;595866.756
;;;;;;65733.219;;;;
1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66;1290811.66
436949.907;436949.907;481347.877;436949.907;956938.783;436949.907;481347.877;436949.907;436949.907;436949.907;481347.877
696203.53;696203.53;1072069.373;696203.53;1072069.373;1072069.373;1072069.373;696203.53;696203.53;696203.53;696203.53
;;;126638.513;;;;;65267.786;188519.806;
663341.417;1127486.84;4116227.484;806033.65;2237165.84;1752755.038;1111936.326;1258930.8;1752755.038;663341.417;647790.903
351427.69;351427.69;351427.69;316250.603;351427.69;263459.274;351427.69;188041.717;351427.69;351427.69;351427.69
66110.0;66110.0;;66110.0;;66110.0;;66110.0;66110.0;66110.0;
538861.32;783387.511;448574.131;1227631.454;197359.601;208959.707;;1063251.109;180485.76;1184907.694;2055428.036
2063507.15;3272542.407;;2063507.15;3968579.4;2063507.15;2063507.15;2063507.15;2063507.15;2063507.15;2063507.15
;;;;;269254.631;;;;;42809.091
8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063;8850030.063
1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51;1086901.51
5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377;5563894.377
;298513.397;;;;;;;;298513.397;
269030.61;2384839.84;600954.611;409888.074;1397235.451;;1143579.582;446192.553;;660140.996;463011.351
592307.827;592307.827;592307.827;592307.827;592307.827;592307.827;592307.827;592307.827;592307.827;592307.827;592307.827
175196.733;175196.733;175196.733;175196.733;175196.733;175196.733;175196.733;175196.733;175196.733;175196.733;175196.733
;25959.014;;;27234.69;;;;;;
9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047;9004860.047
3020887.563;3020887.563;1213347.603;1581010.333;;2069622.56;46144.303;629745.33;1581010.333;3020887.563;357071.4
;;2589232.786;3740331.82;1230591.303;;2933093.557;930239.559;;3470787.347;
504545.177;504545.177;504545.177;504545.177;504545.177;504545.177;504545.177;504545.177;504545.177;504545.177;504545.177
4191065.643;4191065.643;11012458.137;4191065.643;11012458.137;11012458.137;11012458.137;4191065.643;4191065.643;4191065.643;4191065.643
;;1502030.251;;;;1530578.281;;;;264604.077
;158747.867;92770.406;;336072.235;;770841.08;310837.163;170572.242;;99343.733
2580767.86;2580767.86;;2580767.86;;;;2580767.86;2580767.86;2580767.86;2580767.86
4483494.75;7099334.9;2566432.243;4483494.75;2566432.243;4483494.75;4483494.75;4483494.75;4483494.75;4483494.75;4483494.75
4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9;4732200.9
13035679.747;13035679.747;15085432.467;13035679.747;15085432.467;13035679.747;15085432.467;13035679.747;13035679.747;13035679.747;13259506.657
61259.717;108723.182;1692355.005;467733.741;561299.321;629045.08;1407006.64;343411.501;1508218.315;72318.983;634243.354
;1139161.663;;;;;2005192.156;;2013479.083;1706493.256;
3746203.327;3419866.727;5964087.597;1606255.86;3776360.733;2677502.24;238666.333;1049439.804;537286.22;282898.174;803944.93
3618820.477;3618820.477;46186.867;2896689.34;3474509.127;129554.357;2813321.85;2896689.34;6385955.46;3618820.477;46186.867
;;66037.007;;66037.007;;66037.007;;;;
;;;10231.33;;;;;;;
3397342.213;2253769.27;2204268.297;2710427.867;2970435.91;2097141.1;2535471.736;2360896.467;2970435.91;3136375.827;2301430.444
1732037.047;1138241.581;357604.1;1485055.336;5446688.078;381680.654;3540329.524;7167934.78;3540329.524;1732037.047;867183.316
1245401.723;1245401.723;776932.564;1245401.723;776932.564;776932.564;776932.564;1245401.723;1245401.723;1245401.723;1245401.723
;;4577786.754;5907149.761;5919701.47;5907149.761;4577786.754;5907149.761;;;4577786.754
;;128476.164;5294.349;;13696.754;;;;;
;;72547.044;;83799.7;;;2534.577;;;
;;;;;176778.34;;;176778.34;;56347.667
5976715.497;5976715.497;3445154.266;5976715.497;3445154.266;3445154.266;3445154.266;5976715.497;5976715.497;5976715.497;5976715.497
780810.9;780810.9;780810.9;780810.9;780810.9;780810.9;780810.9;780810.9;780810.9;780810.9;780810.9
2077595.15;4273665.543;2406830.524;2077595.15;2480183.136;943303.567;2641354.476;708698.236;4126878.94;2502180.643;2333396.533
921929.987;1295020.783;;862627.111;1348868.786;2285724.334;;170434.502;;;102328.811
384276.187;512009.65;;768538.31;;1186623.644;1183365.444;110680.161;1198144.75;1506737.533;
155670.66;;;155670.66;;155670.66;155670.66;155670.66;155670.66;155670.66;155670.66
684178.353;410092.303;536133.093;410092.303;971505.639;536133.093;447730.063;15002.073;962611.349;621627.276;962611.349
792366.817;792366.817;792366.817;792366.817;792366.817;792366.817;792366.817;792366.817;792366.817;792366.817;792366.817
3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863;3521962.863
4670515.957;6320732.774;8228143.33;4496766.947;5344762.0;8310761.01;771668.32;3797975.761;2548334.847;4372300.674;1556513.023
3005786.977;3005786.977;3187424.001;3965284.307;2227926.671;3965284.307;3187424.001;3965284.307;3005786.977;3005786.977;3965284.307
